kick_result,kick_distance,game_seconds_remaining,total_home_score,total_away_score,home_team,away_team,posteam_score,defteam_score,score_differential
1,21,3003,0,3,PHI,ATL,0,0,0
1,26,2172,3,3,PHI,ATL,0,3,-3
1,52,1933,3,6,PHI,ATL,3,3,0
1,41,2598,17,0,BAL,BUF,14,0,14
0,52,2328,17,0,BAL,BUF,0,17,-17
1,39,2060,20,0,BAL,BUF,17,0,17
1,35,1062,40,3,BAL,BUF,0,40,-40
1,39,3317,0,3,NYG,JAX,0,0,0
1,27,2726,3,3,NYG,JAX,0,3,-3
1,39,2242,3,6,NYG,JAX,3,3,0
1,31,1807,6,13,NYG,JAX,3,13,-10
1,44,1463,9,13,NYG,JAX,6,13,-7
1,36,2970,10,7,NO,TB,7,7,0
1,33,2477,17,17,NO,TB,14,17,-3
1,36,1589,24,33,NO,TB,30,24,6
0,44,297,32,47,NO,TB,47,32,15
1,42,2857,7,3,NE,HOU,0,7,-7
1,36,2343,14,6,NE,HOU,3,14,-11
1,39,1265,24,6,NE,HOU,21,6,15
1,35,593,27,13,NE,HOU,24,13,11
1,48,2940,3,0,MIN,SF,0,0,0
1,42,2507,10,3,MIN,SF,0,10,-10
1,33,1458,16,6,MIN,SF,3,16,-13
1,22,493,23,16,MIN,SF,13,23,-10
1,47,3322,0,3,MIA,TEN,0,0,0
1,27,1149,10,3,MIA,TEN,7,3,4
1,30,233,27,17,MIA,TEN,24,17,7
1,53,16,27,20,MIA,TEN,17,27,-10
1,42,3205,0,3,IND,CIN,0,0,0
1,21,2787,3,3,IND,CIN,0,3,-3
1,38,1986,13,3,IND,CIN,10,3,7
1,51,1806,16,10,IND,CIN,13,10,3
0,55,917,23,17,IND,CIN,23,17,6
1,39,241,23,27,IND,CIN,24,23,1
0,42,107,21,21,CLE,PIT,21,21,0
0,43,13,21,21,CLE,PIT,21,21,0
1,45,3264,3,6,LAC,KC,0,6,-6
1,39,2725,6,13,LAC,KC,3,13,-10
1,46,1924,12,16,LAC,KC,13,12,1
0,48,71,28,37,LAC,KC,28,37,-9
1,35,2643,7,10,DEN,SEA,7,7,0
1,51,2129,17,10,DEN,SEA,14,10,4
0,46,1916,17,10,DEN,SEA,10,17,-7
1,53,1026,20,17,DEN,SEA,17,17,0
1,27,1807,10,0,CAR,DAL,7,0,7
0,47,1064,10,0,CAR,DAL,0,10,-10
1,31,736,0,24,ARI,WAS,21,0,21
1,26,2700,0,10,GB,CHI,7,0,7
1,33,1458,0,19,GB,CHI,16,0,16
1,42,1121,3,19,GB,CHI,0,19,-19
1,32,162,17,22,GB,CHI,19,17,2
1,35,2700,6,10,DET,NYJ,7,6,1
0,55,2368,6,10,DET,NYJ,6,10,-4
1,21,1815,9,17,DET,NYJ,6,17,-11
1,32,1219,16,39,DET,NYJ,36,16,20
0,44,1011,16,39,DET,NYJ,16,39,-23
1,24,2553,10,7,OAK,LA,7,7,0
0,46,2370,10,7,OAK,LA,7,10,-3
1,20,1963,10,10,OAK,LA,7,10,-3
1,48,1815,13,10,OAK,LA,10,10,0
1,28,1447,13,13,OAK,LA,10,13,-3
1,55,564,13,23,OAK,LA,20,13,7
1,20,198,13,26,OAK,LA,23,13,10
1,55,1655,28,17,CIN,BAL,14,28,-14
1,28,183,31,23,CIN,BAL,28,23,5
1,40,149,34,23,CIN,BAL,31,23,8
1,54,3400,0,3,ATL,CAR,0,0,0
1,44,3046,3,3,ATL,CAR,0,3,-3
1,49,2476,3,7,WAS,IND,0,7,-7
0,49,1805,3,14,WAS,IND,3,14,-11
1,27,1243,6,14,WAS,IND,3,14,-11
1,49,813,9,14,WAS,IND,6,14,-8
0,54,3016,7,0,TEN,HOU,0,7,-7
1,34,1064,14,10,TEN,HOU,7,14,-7
1,42,588,17,17,TEN,HOU,14,17,-3
1,31,65,20,17,TEN,HOU,17,17,0
0,42,1807,20,7,TB,PHI,7,20,-13
0,49,3009,0,14,PIT,KC,0,14,-14
1,55,611,9,20,NYJ,MIA,6,20,-14
1,41,360,12,20,NYJ,MIA,9,20,-11
1,43,2622,3,14,BUF,LAC,0,14,-14
1,41,1852,6,28,BUF,LAC,3,28,-25
1,24,232,13,31,BUF,LAC,28,13,15
0,48,1902,14,7,GB,MIN,7,14,-7
1,37,1802,17,7,GB,MIN,14,7,7
1,40,1296,20,7,GB,MIN,17,7,10
1,31,458,23,14,GB,MIN,20,14,6
1,48,137,26,21,GB,MIN,23,21,2
1,36,109,29,21,GB,MIN,26,21,5
0,52,3,29,29,GB,MIN,29,29,0
0,49,456,29,29,GB,MIN,29,29,0
0,35,4,29,29,GB,MIN,29,29,0
1,39,3215,0,3,NO,CLE,0,0,0
1,31,2872,3,3,NO,CLE,0,3,-3
0,44,2061,3,3,NO,CLE,3,3,0
1,39,1920,3,6,NO,CLE,3,3,0
0,44,861,3,12,NO,CLE,12,3,9
1,44,26,21,18,NO,CLE,18,18,0
0,52,8,21,18,NO,CLE,18,21,-3
1,45,3082,3,0,SF,DET,0,0,0
1,42,2100,13,7,SF,DET,10,7,3
1,27,1806,13,10,SF,DET,7,13,-6
1,43,1430,20,13,SF,DET,10,20,-10
1,36,685,30,13,SF,DET,27,13,14
1,20,2291,11,0,LA,ARI,8,0,8
0,54,3409,0,0,JAX,NE,0,0,0
1,29,1969,14,3,JAX,NE,0,14,-14
1,28,1374,24,3,JAX,NE,21,3,18
1,46,856,24,13,JAX,NE,10,24,-14
1,26,3276,0,3,DEN,OAK,0,0,0
1,46,2512,0,6,DEN,OAK,3,0,3
1,39,1067,10,19,DEN,OAK,7,19,-12
1,36,10,20,19,DEN,OAK,17,19,-2
1,37,3066,10,0,DAL,NYG,7,0,7
1,29,1547,13,0,DAL,NYG,10,0,10
1,28,1174,13,3,DAL,NYG,0,13,-13
1,38,15,20,13,DAL,NYG,10,20,-10
1,25,1871,10,0,CHI,SEA,7,0,7
1,56,1802,10,3,CHI,SEA,0,10,-10
1,45,1827,3,14,CLE,NYJ,0,14,-14
1,27,1224,6,14,CLE,NYJ,3,14,-11
1,28,538,14,17,CLE,NYJ,14,14,0
1,49,2383,7,10,ATL,NO,7,7,0
1,21,1989,7,13,ATL,NO,10,7,3
1,45,1810,14,16,ATL,NO,13,14,-1
1,41,2576,14,3,WAS,GB,0,14,-14
1,35,120,31,17,WAS,GB,28,17,11
0,55,2841,7,0,PHI,IND,7,0,7
1,33,1989,10,7,PHI,IND,7,7,0
1,35,1484,10,10,PHI,IND,7,10,-3
1,31,1406,10,13,PHI,IND,10,10,0
1,24,1073,13,13,PHI,IND,10,13,-3
1,28,862,13,16,PHI,IND,13,13,0
1,30,3147,0,10,MIN,BUF,7,0,7
1,50,2181,0,27,MIN,BUF,24,0,24
1,25,2015,7,10,MIA,OAK,7,7,0
1,52,25,28,20,MIA,OAK,17,28,-11
1,52,2923,10,14,BAL,DEN,7,14,-7
0,43,2085,17,14,BAL,DEN,17,14,3
1,52,1804,20,14,BAL,DEN,17,14,3
0,53,439,28,21,CAR,CIN,21,28,-7
1,40,76,31,21,CAR,CIN,28,21,7
1,23,3313,3,0,HOU,NYG,0,0,0
1,44,2513,3,10,HOU,NYG,7,3,4
1,30,2078,3,13,HOU,NYG,10,3,7
1,28,1804,6,20,HOU,NYG,3,20,-17
1,54,1426,9,20,HOU,NYG,6,20,-14
1,39,3003,0,3,JAX,TEN,0,0,0
1,46,2339,3,3,JAX,TEN,0,3,-3
0,48,1802,3,3,JAX,TEN,3,3,0
1,36,1505,3,6,JAX,TEN,3,3,0
1,38,691,6,6,JAX,TEN,3,6,-3
1,28,253,6,9,JAX,TEN,6,6,0
1,39,1804,35,10,KC,SF,7,35,-28
1,37,831,38,24,KC,SF,35,24,11
1,35,321,38,27,KC,SF,24,38,-14
0,46,1804,20,13,LA,LAC,20,13,7
1,26,714,34,23,LA,LAC,20,34,-14
1,50,2130,7,3,SEA,DAL,0,7,-7
1,47,1804,17,3,SEA,DAL,14,3,11
1,35,1128,17,6,SEA,DAL,3,17,-14
0,46,2999,7,0,ARI,CHI,0,7,-7
1,20,1917,14,3,ARI,CHI,0,14,-14
1,41,949,14,13,ARI,CHI,10,14,-4
1,43,274,14,16,ARI,CHI,13,14,-1
1,38,3060,3,0,DET,NE,0,0,0
1,25,2102,13,0,DET,NE,10,0,10
1,36,1844,13,3,DET,NE,0,13,-13
1,32,768,23,10,DET,NE,20,10,10
1,30,120,26,10,DET,NE,23,10,13
1,38,2539,7,9,TB,PIT,6,7,-1
1,21,1877,10,22,TB,PIT,7,22,-15
1,28,1330,13,29,TB,PIT,10,29,-19
0,47,971,13,29,TB,PIT,29,13,16
1,37,2410,7,10,LA,MIN,7,7,0
1,39,1806,28,20,LA,MIN,17,28,-11
1,34,1226,31,20,LA,MIN,28,20,8
0,28,505,38,28,LA,MIN,38,28,10
1,40,230,38,31,LA,MIN,28,38,-10
1,32,2965,3,0,JAX,NYJ,0,0,0
1,22,2368,6,0,JAX,NYJ,3,0,3
1,54,1834,16,0,JAX,NYJ,13,0,13
1,27,1198,18,3,JAX,NYJ,0,18,-18
1,38,776,25,6,JAX,NYJ,3,25,-22
1,20,3030,3,0,NE,MIA,0,0,0
1,42,3386,3,0,TEN,PHI,0,0,0
1,27,1803,3,10,TEN,PHI,7,3,4
1,33,562,13,17,TEN,PHI,10,17,-7
1,30,21,20,20,TEN,PHI,17,20,-3
1,37,383,20,23,TEN,PHI,20,20,0
1,42,1806,10,21,IND,HOU,7,21,-14
1,40,182,23,31,IND,HOU,28,23,5
0,59,6,31,31,IND,HOU,31,31,0
1,44,364,34,31,IND,HOU,31,31,0
1,29,114,34,34,IND,HOU,31,34,-3
1,37,3,34,37,IND,HOU,34,34,0
1,52,1803,16,0,GB,BUF,13,0,13
1,36,1577,19,0,GB,BUF,16,0,16
1,52,120,22,0,GB,BUF,19,0,19
1,32,2974,3,0,DAL,DET,0,0,0
1,43,2466,6,7,DAL,DET,3,7,-4
1,33,1974,6,10,DAL,DET,7,6,1
1,22,352,23,17,DAL,DET,20,17,3
1,38,3,26,24,DAL,DET,23,24,-1
1,30,2700,14,3,CHI,TB,0,14,-14
1,50,1803,38,3,CHI,TB,35,3,32
1,46,388,48,10,CHI,TB,45,10,35
1,55,1802,24,28,ATL,CIN,21,28,-7
1,28,1585,27,28,ATL,CIN,24,28,-4
1,36,503,33,31,ATL,CIN,28,33,-5
1,32,258,36,31,ATL,CIN,33,31,2
0,38,2979,0,7,ARI,SEA,7,0,7
1,23,2648,3,7,ARI,SEA,0,7,-7
0,52,2129,3,7,ARI,SEA,7,3,4
0,50,1802,10,7,ARI,SEA,10,7,3
1,40,1204,10,10,ARI,SEA,7,10,-3
0,45,115,17,17,ARI,SEA,17,17,0
1,52,4,17,20,ARI,SEA,17,17,0
1,25,2823,6,3,OAK,CLE,0,6,-6
0,47,2570,6,3,OAK,CLE,6,3,3
1,28,1466,13,20,OAK,CLE,17,13,4
1,29,857,23,28,OAK,CLE,20,28,-8
1,44,650,33,28,OAK,CLE,30,28,2
0,50,374,41,42,OAK,CLE,41,42,-1
1,29,110,44,42,OAK,CLE,41,42,-1
1,42,2700,7,3,NYG,NO,0,7,-7
1,34,2243,7,6,NYG,NO,3,7,-4
1,37,2020,7,9,NYG,NO,6,7,-1
1,26,1815,7,12,NYG,NO,9,7,2
1,33,1032,10,19,NYG,NO,7,19,-12
0,54,3126,0,6,LAC,SF,0,6,-6
1,21,2102,6,16,LAC,SF,13,6,7
1,48,1804,17,16,LAC,SF,14,16,-2
1,25,1368,26,16,LAC,SF,23,16,7
1,33,763,26,26,LAC,SF,23,26,-3
1,21,464,29,26,LAC,SF,26,26,0
1,34,2650,3,14,PIT,BAL,0,14,-14
1,39,2189,6,14,PIT,BAL,3,14,-11
1,47,1143,14,17,PIT,BAL,14,14,0
1,49,707,14,20,PIT,BAL,17,14,3
1,28,220,14,23,PIT,BAL,20,14,6
1,31,120,14,26,PIT,BAL,23,14,9
1,42,3398,3,0,DEN,KC,0,0,0
1,33,3067,3,3,DEN,KC,0,3,-3
1,34,1804,13,10,DEN,KC,10,10,0
1,21,1475,13,13,DEN,KC,10,13,-3
1,46,772,23,13,DEN,KC,20,13,7
0,38,2761,7,0,NE,IND,0,7,-7
1,54,2334,14,3,NE,IND,0,14,-14
1,45,1817,24,3,NE,IND,21,3,18
1,25,2799,7,3,BUF,TEN,0,7,-7
1,54,1803,7,6,BUF,TEN,3,7,-4
1,40,1023,10,6,BUF,TEN,7,6,1
1,39,634,10,9,BUF,TEN,6,10,-4
1,50,287,10,12,BUF,TEN,9,10,-1
1,46,3,13,12,BUF,TEN,10,12,-2
1,47,2107,13,10,PIT,ATL,7,13,-6
0,30,2892,0,7,NYJ,DEN,0,7,-7
1,30,2041,14,10,NYJ,DEN,7,14,-7
1,49,1196,24,10,NYJ,DEN,21,10,11
1,30,782,27,10,NYJ,DEN,24,10,14
1,22,2613,10,0,KC,JAX,7,0,7
1,42,1920,13,0,KC,JAX,10,0,10
1,38,1230,22,0,KC,JAX,19,0,19
0,41,2906,7,0,DET,GB,0,7,-7
1,39,2692,17,0,DET,GB,14,0,14
0,42,2482,17,0,DET,GB,0,17,-17
0,38,2018,17,0,DET,GB,0,17,-17
0,55,1261,24,8,DET,GB,24,8,16
0,56,220,31,20,DET,GB,20,31,-11
1,41,7,31,23,DET,GB,20,31,-11
1,44,3221,0,3,CLE,BAL,0,0,0
0,48,1805,6,3,CLE,BAL,3,6,-3
1,35,1352,9,3,CLE,BAL,6,3,3
1,25,956,9,6,CLE,BAL,3,9,-6
1,32,56,9,9,CLE,BAL,6,9,-3
0,55,9,9,9,CLE,BAL,9,9,0
1,37,6,12,9,CLE,BAL,9,9,0
1,42,3150,0,3,CAR,NYG,0,0,0
1,47,2330,16,3,CAR,NYG,13,3,10
1,47,1961,19,10,CAR,NYG,16,10,6
1,53,1825,19,13,CAR,NYG,10,19,-9
1,36,1359,19,16,CAR,NYG,13,19,-6
1,39,141,29,24,CAR,NYG,26,24,2
1,63,6,32,31,CAR,NYG,29,31,-2
0,37,2038,0,7,CIN,MIA,0,7,-7
1,42,1470,0,16,CIN,MIA,13,0,13
1,51,1212,3,16,CIN,MIA,0,16,-16
1,20,213,19,16,CIN,MIA,16,16,0
1,49,3374,3,0,LAC,OAK,0,0,0
1,24,2607,3,3,LAC,OAK,0,3,-3
0,57,1811,17,3,LAC,OAK,3,17,-14
0,48,1800,17,3,LAC,OAK,17,3,14
1,30,1269,20,3,LAC,OAK,17,3,14
0,45,897,6,14,SF,ARI,6,14,-8
0,28,3223,0,0,PHI,MIN,0,0,0
1,37,3006,0,3,PHI,MIN,0,0,0
1,30,2547,3,3,PHI,MIN,0,3,-3
0,45,2217,3,3,PHI,MIN,3,3,0
1,22,1355,3,19,PHI,MIN,16,3,13
1,28,1080,6,19,PHI,MIN,3,19,-16
1,52,171,14,22,PHI,MIN,19,14,5
1,19,2476,7,10,SEA,LA,7,7,0
1,52,1920,17,17,SEA,LA,14,17,-3
1,39,369,31,33,SEA,LA,30,31,-1
1,27,3306,0,3,HOU,DAL,0,0,0
0,48,3052,0,3,HOU,DAL,0,3,-3
1,43,2893,0,6,HOU,DAL,3,0,3
1,20,2163,10,6,HOU,DAL,7,6,1
1,21,1205,13,13,HOU,DAL,10,13,-3
1,19,514,16,13,HOU,DAL,13,13,0
1,48,343,16,16,HOU,DAL,13,16,-3
1,36,115,19,16,HOU,DAL,16,16,0
1,37,2862,6,3,NO,WAS,0,6,-6
1,53,2321,13,6,NO,WAS,3,13,-10
1,44,855,43,13,NO,WAS,40,13,27
1,33,3309,3,7,NYG,PHI,0,7,-7
1,21,2148,6,14,NYG,PHI,3,14,-11
1,33,1894,6,24,NYG,PHI,21,6,15
0,52,1828,6,24,NYG,PHI,6,24,-18
0,54,1807,6,24,NYG,PHI,24,6,18
1,30,896,13,34,NYG,PHI,31,13,18
1,45,1806,24,13,ATL,TB,21,13,8
1,35,1063,24,16,ATL,TB,13,24,-11
1,57,76,34,29,ATL,TB,31,29,2
1,49,2135,17,0,WAS,CAR,14,0,14
1,32,1212,17,9,WAS,CAR,6,17,-11
1,56,766,20,9,WAS,CAR,17,9,8
1,29,198,23,17,WAS,CAR,20,17,3
0,48,2182,0,14,OAK,SEA,0,14,-14
1,44,1804,0,17,OAK,SEA,14,0,14
1,26,1605,0,20,OAK,SEA,17,0,17
1,43,510,3,27,OAK,SEA,0,27,-27
1,30,2975,9,7,NYJ,IND,6,7,-1
1,21,2607,9,10,NYJ,IND,7,9,-2
1,31,2487,9,13,NYJ,IND,10,9,1
1,48,1889,19,13,NYJ,IND,16,13,3
1,32,1803,22,13,NYJ,IND,19,13,6
1,37,1137,32,20,NYJ,IND,29,20,9
1,45,584,35,27,NYJ,IND,32,27,5
1,37,358,38,27,NYJ,IND,35,27,8
1,45,202,41,27,NYJ,IND,38,27,11
1,26,3202,0,3,MIN,ARI,0,0,0
1,37,2828,10,3,MIN,ARI,7,3,4
1,48,1812,13,9,MIN,ARI,10,9,1
1,21,1316,14,17,CIN,PIT,14,14,0
1,24,215,14,20,CIN,PIT,17,14,3
1,33,2570,3,7,CLE,LAC,0,7,-7
1,28,1803,6,21,CLE,LAC,3,21,-18
1,44,259,14,38,CLE,LAC,35,14,21
1,33,2317,10,0,HOU,BUF,7,0,7
1,23,1515,10,3,HOU,BUF,0,10,-10
1,52,1038,10,6,HOU,BUF,3,10,-7
1,27,97,13,13,HOU,BUF,10,13,-3
1,50,1375,10,14,MIA,CHI,7,14,-7
1,25,930,13,21,MIA,CHI,10,21,-11
0,53,120,28,28,MIA,CHI,28,28,0
1,47,3,31,28,MIA,CHI,28,28,0
1,26,3387,0,3,DEN,LA,0,0,0
1,39,2965,0,6,DEN,LA,3,0,3
1,28,2707,3,6,DEN,LA,0,6,-6
0,47,619,10,20,DEN,LA,20,10,10
1,24,537,13,20,DEN,LA,10,20,-10
1,21,199,13,23,DEN,LA,20,13,7
1,50,3220,3,0,DAL,JAX,0,0,0
1,46,1089,27,7,DAL,JAX,24,7,17
1,32,982,30,7,DAL,JAX,27,7,20
1,55,432,40,7,DAL,JAX,37,7,30
1,42,3249,0,3,NE,KC,0,0,0
1,48,3022,3,3,NE,KC,0,3,-3
1,43,2909,10,6,NE,KC,3,10,-7
1,24,2184,17,9,NE,KC,6,17,-11
1,24,1340,27,16,NE,KC,24,16,8
1,30,1120,27,19,NE,KC,16,27,-11
1,39,625,30,26,NE,KC,27,26,1
1,50,199,40,33,NE,KC,37,33,4
1,28,3,43,40,NE,KC,40,40,0
1,29,3162,10,7,GB,SF,7,7,0
1,39,2258,20,14,GB,SF,17,14,3
1,46,1804,20,24,GB,SF,21,20,1
1,51,1581,23,24,GB,SF,20,24,-4
1,44,1324,23,27,GB,SF,24,23,1
1,43,792,23,30,GB,SF,27,23,4
1,27,3,33,30,GB,SF,30,30,0
1,43,3023,3,13,ARI,DEN,0,13,-13
1,41,339,10,43,ARI,DEN,40,10,30
1,28,3287,0,3,LAC,TEN,0,0,0
1,29,2811,10,3,LAC,TEN,7,3,4
1,33,2575,10,6,LAC,TEN,3,10,-7
1,28,753,20,13,LAC,TEN,17,13,4
0,51,506,20,13,LAC,TEN,13,20,-7
1,44,3327,0,3,JAX,HOU,0,0,0
1,48,2904,0,6,JAX,HOU,3,0,3
0,36,2870,0,0,PHI,CAR,0,0,0
1,46,2200,10,0,PHI,CAR,7,0,7
1,26,2416,7,10,NYJ,MIN,7,7,0
0,42,1847,7,10,NYJ,MIN,10,7,3
1,22,1252,7,20,NYJ,MIN,17,7,10
1,55,1064,10,20,NYJ,MIN,7,20,-13
1,43,206,17,37,NYJ,MIN,34,17,17
1,46,2935,3,7,CHI,NE,0,7,-7
1,29,1372,24,24,CHI,NE,21,24,-3
1,36,1803,24,0,IND,BUF,21,0,21
1,34,1366,24,3,IND,BUF,0,24,-24
1,38,2884,3,2,TB,CLE,0,2,-2
0,40,4,23,23,TB,CLE,23,23,0
1,59,115,26,23,TB,CLE,23,23,0
1,29,2559,0,10,MIA,DET,7,0,7
1,28,1416,7,20,MIA,DET,17,7,10
1,35,609,14,29,MIA,DET,26,14,12
1,50,120,21,32,MIA,DET,29,21,8
0,46,53,21,32,MIA,DET,21,32,-11
1,31,2167,3,0,BAL,NO,0,0,0
1,39,135,17,24,BAL,NO,21,17,4
1,21,1453,10,7,WAS,DAL,7,7,0
1,25,758,13,7,WAS,DAL,10,7,3
1,47,590,13,10,WAS,DAL,7,13,-6
0,52,3,19,17,WAS,DAL,17,19,-2
1,35,3098,0,3,SF,LA,0,0,0
1,37,2408,0,15,SF,LA,12,0,12
1,33,1389,7,25,SF,LA,22,7,15
1,51,1062,10,32,SF,LA,7,32,-25
0,53,2744,7,0,KC,CIN,7,0,7
1,26,1811,24,7,KC,CIN,21,7,14
1,33,1280,37,10,KC,CIN,7,37,-30
1,31,1854,7,3,ATL,NYG,0,7,-7
1,40,1808,10,3,ATL,NYG,7,3,4
1,36,1135,10,6,ATL,NYG,3,10,-7
1,50,900,13,6,ATL,NYG,10,6,4
1,56,120,23,12,ATL,NYG,20,12,8
1,37,1981,14,10,HOU,MIA,7,14,-7
1,41,939,28,20,HOU,MIA,17,28,-11
1,46,690,35,23,HOU,MIA,20,35,-15
1,50,3116,3,0,JAX,PHI,0,0,0
1,31,2266,3,3,JAX,PHI,0,3,-3
1,57,1968,6,3,JAX,PHI,3,3,0
1,33,794,15,17,JAX,PHI,12,17,-5
1,24,420,18,24,JAX,PHI,15,24,-9
1,24,2841,3,7,KC,DEN,0,7,-7
0,55,2506,3,7,KC,DEN,7,3,4
1,36,112,30,23,KC,DEN,20,30,-10
1,34,3255,0,3,PIT,CLE,0,0,0
1,45,2858,0,6,PIT,CLE,3,0,3
0,41,2613,0,6,PIT,CLE,6,0,6
1,42,813,26,12,PIT,CLE,23,12,11
0,41,2003,0,7,NYG,WAS,7,0,7
1,37,1879,3,7,NYG,WAS,0,7,-7
1,53,1196,3,10,NYG,WAS,7,3,4
1,39,597,3,13,NYG,WAS,10,3,7
1,21,251,6,13,NYG,WAS,3,13,-10
1,25,1806,27,9,CIN,TB,6,27,-21
1,38,779,33,19,CIN,TB,16,33,-17
1,44,5,36,34,CIN,TB,33,34,-1
0,40,3183,0,0,CHI,NYJ,0,0,0
1,42,2523,7,3,CHI,NYJ,0,7,-7
1,32,900,17,3,CHI,NYJ,14,3,11
1,54,1802,24,7,CAR,BAL,21,7,14
1,44,1083,27,7,CAR,BAL,24,7,17
1,30,194,36,14,CAR,BAL,33,14,19
1,26,2703,0,10,OAK,IND,7,0,7
1,25,1829,14,13,OAK,IND,10,14,-4
1,31,2427,3,2,ARI,SF,0,2,-2
1,27,2076,3,5,ARI,SF,2,3,-1
1,20,817,3,15,ARI,SF,12,3,9
1,41,2663,0,10,LA,GB,7,0,7
1,53,1483,8,13,LA,GB,10,8,2
1,43,704,26,20,LA,GB,23,20,3
1,34,129,29,27,LA,GB,26,27,-1
1,52,2252,13,10,MIN,NO,7,13,-6
1,42,1402,13,20,MIN,NO,17,13,4
1,42,579,13,29,MIN,NO,26,13,13
1,25,2989,0,3,BUF,NE,0,0,0
1,40,2511,0,6,BUF,NE,3,0,3
1,38,2146,0,9,BUF,NE,6,0,6
1,47,1904,3,9,BUF,NE,0,9,-9
0,50,1810,3,9,BUF,NE,9,3,6
1,51,1362,6,9,BUF,NE,3,9,-6
